R2 AF28-15 CF	8
AF28-15 CTG1 CO	6
CTG1 AF28-15 CO	8
AF28-15 PCA CO	6
PCA AF28-15 CO	8
AF28-15 PFRJS14 CO	6
PFRJS14 AF28-15 CO	8
AF28-15 LM5 CF	6
LM5 AF28-15 CF	8
AF28-15 Rf4 CO	6
Rf4 AF28-15 CO	8
AF28-15 ATCC33913 CO	6
ATCC33913 AF28-15 CO	8
AF28-15 DSM2032 CO	6
DSM2032 AF28-15 CO	8
HRM2 plant_ATCC CF	5
plant_ATCC HRM2 CF	0
HRM2 PFRJS14 CF	5
PFRJS14 HRM2 CF	0
HRM2 IT45 CF	5
IT45 HRM2 CF	0
HRM2 JCM30893 CF	5
JCM30893 HRM2 CF	0
HRM2 lac_ATCC CF	5
lac_ATCC HRM2 CF	0
HRM2 NBRC3202 CF	5
NBRC3202 HRM2 CF	0
HRM2 M38 CF	5
M38 HRM2 CF	0
ATCC33913 G2 CF	1
G2 ATCC33913 CF	7
ATCC33913 DSM43827 CF	9
DSM43827 ATCC33913 CF	9
ATCC33913 lac_ATCC CF	1
lac_ATCC ATCC33913 CF	7
ATCC33913 DSM12680 CF	9
DSM12680 ATCC33913 CF	3
ATCC33913 DSM43183 CF	9
DSM43183 ATCC33913 CF	3
ATCC33913 DSMA194 CO	8
DSMA194 ATCC33913 CO	6
ATCC33913 UPMC901 CF	9
UPMC901 ATCC33913 CF	7
ATCC33913 SB CF	9
SB ATCC33913 CF	3
ATCC33913 L1-82 CO	1
L1-82 ATCC33913 CO	7
ATCC33913 DSM6578 CF	9
DSM6578 ATCC33913 CF	3
ATCC33913 DSM15434 CF	9
DSM15434 ATCC33913 CF	9
ATCC33913 DSM20109 CF	1
DSM20109 ATCC33913 CF	7
ATCC33913 plant_ATCC CF	1
plant_ATCC ATCC33913 CF	7
ATCC33913 M38 CF	1
M38 ATCC33913 CF	7
ATCC33913 SI CF	0
SI ATCC33913 CF	5
ATCC33913 NBRC3202 CF	1
NBRC3202 ATCC33913 CF	7
ATCC33913 DSM4252 CF	1
DSM4252 ATCC33913 CF	7
ATCC33913 Bulgaricus CF	1
Bulgaricus ATCC33913 CF	7
JJ NCTC11831 CO	5
NCTC11831 JJ CO	0
JJ OK5 CO	5
OK5 JJ CO	0
JJ PAO1 CF	5
PAO1 JJ CF	0
JJ S52 CF	5
S52 JJ CF	0
JJ LV515 CF	5
LV515 JJ CF	0
ATCC33656 Aspo-2 CO	0
Aspo-2 ATCC33656 CO	5
ATCC33656 MTH-04 CO	3
MTH-04 ATCC33656 CO	3
ATCC33656 JJ CO	0
JJ ATCC33656 CO	5
ATCC33656 ATCC33913 CO	7
ATCC33913 ATCC33656 CO	9
ATCC33656 DSM2032 CO	0
DSM2032 ATCC33656 CO	5
ATCC33656 HRM2 CO	0
HRM2 ATCC33656 CO	5
ATCC33656 Rf4 CO	3
Rf4 ATCC33656 CO	3
ATCC33656 PCA CO	3
PCA ATCC33656 CO	3
ATCC33656 Long1 CF	3
Long1 ATCC33656 CF	3
ATCC33656 Long7 CF	3
Long7 ATCC33656 CF	3
ATCC33656 Bulgaricus CO	1
Bulgaricus ATCC33656 CO	7
ATCC33656 OK5 CF	3
OK5 ATCC33656 CF	3
ATCC33656 DSM10331 CO	3
DSM10331 ATCC33656 CO	3
ATCC33656 PAO1 CO	2
PAO1 ATCC33656 CO	4
ATCC33656 DSM574 CO	0
DSM574 ATCC33656 CO	5
ATCC33656 R1dM1 CO	0
R1dM1 ATCC33656 CO	5
ATCC33656 bem CO	3
bem ATCC33656 CO	3
ATCC33656 F0399 CO	3
F0399 ATCC33656 CO	3
ATCC33656 OnP31 CO	7
OnP31 ATCC33656 CO	9
ATCC33656 EJ3 CO	3
EJ3 ATCC33656 CO	3
ATCC33656 S52 CO	2
S52 ATCC33656 CO	4
ATCC33656 Long3 CF	3
Long3 ATCC33656 CF	3
ATCC33656 LMG1861 CO	7
LMG1861 ATCC33656 CO	9
ATCC33656 Zhang CO	8
Zhang ATCC33656 CO	6
ATCC33656 SRW-OG1 CO	7
SRW-OG1 ATCC33656 CO	9
ATCC33656 Long6 CF	3
Long6 ATCC33656 CF	3
ATCC33656 RS-1 CO	0
RS-1 ATCC33656 CO	5
ATCC33656 DJ CO	2
DJ ATCC33656 CO	4
ATCC33656 K288 CO	2
K288 ATCC33656 CO	4
ATCC33656 Long5 CF	3
Long5 ATCC33656 CF	3
ATCC33656 NCTC11831 CF	3
NCTC11831 ATCC33656 CF	3
ATCC33656 PFRJS14 CO	3
PFRJS14 ATCC33656 CO	3
ATCC33656 CTG1 CO	2
CTG1 ATCC33656 CO	4
ATCC33656 E1-9c CO	3
E1-9c ATCC33656 CO	3
ATCC33656 DSM15272 CO	3
DSM15272 ATCC33656 CO	3
ATCC33656 BL35624 CF	8
BL35624 ATCC33656 CF	6
ATCC33656 Long2 CF	3
Long2 ATCC33656 CF	3
ATCC33656 DS2 CO	3
DS2 ATCC33656 CO	3
ATCC33656 J10fl CO	3
J10fl ATCC33656 CO	3
ATCC33656 GS-15 CO	3
GS-15 ATCC33656 CO	3
ATCC33656 NRC-1 CO	3
NRC-1 ATCC33656 CO	3
ATCC33656 ATCC43049 CO	3
ATCC43049 ATCC33656 CO	3
ATCC33656 JF-5 CO	3
JF-5 ATCC33656 CO	3
ATCC33656 DSM2638 CO	0
DSM2638 ATCC33656 CO	5
ATCC33656 JF-1 CO	3
JF-1 ATCC33656 CO	3
ATCC33656 ORS2060 CO	7
ORS2060 ATCC33656 CO	9
ATCC33656 DSM8774 CO	3
DSM8774 ATCC33656 CO	3
ATCC33656 DSM684 CO	0
DSM684 ATCC33656 CO	5
ATCC33656 Long4 CF	3
Long4 ATCC33656 CF	3
ATCC33656 MCC318 CF	8
MCC318 ATCC33656 CF	6
ATCC33656 SZ CO	3
SZ ATCC33656 CO	3
ATCC33656 GAD3 CO	7
GAD3 ATCC33656 CO	9
ATCC33656 b_infan CF	3
b_infan ATCC33656 CF	3
ATCC33656 NBRC3202 CO	1
NBRC3202 ATCC33656 CO	7
ATCC33656 UMB0004 CO	1
UMB0004 ATCC33656 CO	7
ATCC33656 Long8 CF	3
Long8 ATCC33656 CF	3
BPN363 TSA2s CF	9
TSA2s BPN363 CF	9
DSM12680 LV515 CF	3
LV515 DSM12680 CF	3
DSM12680 K288 CF	2
K288 DSM12680 CF	4
DSM12680 plant_ATCC CF	1
plant_ATCC DSM12680 CF	7
DSM12680 KT CF	3
KT DSM12680 CF	3
DSM12680 M38 CF	1
M38 DSM12680 CF	7
DSM12680 NBRC3202 CF	1
NBRC3202 DSM12680 CF	7
DSM12680 PAO1 CF	2
PAO1 DSM12680 CF	4
DSM12680 G2 CF	1
G2 DSM12680 CF	7
DSM12680 S52 CF	2
S52 DSM12680 CF	4
DSM12680 lac_ATCC CF	1
lac_ATCC DSM12680 CF	7
DSM12680 HL096PA1 CF	3
HL096PA1 DSM12680 CF	3
DSM12680 DSM684 CF	0
DSM684 DSM12680 CF	5
DSM12680 DSM16041 CF	1
DSM16041 DSM12680 CF	7
DSM12680 PFRJS14 CF	3
PFRJS14 DSM12680 CF	3
DSM12680 F0399 CF	3
F0399 DSM12680 CF	3
ATCC17616 ICMP19499 CF	2
ICMP19499 ATCC17616 CF	4
ATCC17616 S52 CF	2
S52 ATCC17616 CF	4
ATCC17616 PAO1 CF	2
PAO1 ATCC17616 CF	4
ATCC17616 L48 CF	2
L48 ATCC17616 CF	4
ATCC17616 BIMB268 CF	9
BIMB268 ATCC17616 CF	9
ATCC17616 F2a CF	2
F2a ATCC17616 CF	4
ATCC17616 NBRC14164 CF	2
NBRC14164 ATCC17616 CF	4
ATCC17616 PS1 CF	2
PS1 ATCC17616 CF	4
DSM16219 K288 CF	5
K288 DSM16219 CF	0
DSM16219 S52 CF	5
S52 DSM16219 CF	0
DSM16219 JCM30893 CF	5
JCM30893 DSM16219 CF	0
DSM16219 KT CF	5
KT DSM16219 CF	0
UMB0004 451SPAR CO	7
451SPAR UMB0004 CO	1
plant_ATCC WSM2075 CF	7
WSM2075 plant_ATCC CF	1
plant_ATCC STHCIRM65 CF	7
STHCIRM65 plant_ATCC CF	1
plant_ATCC S52 CF	2
S52 plant_ATCC CF	4
plant_ATCC SB CF	7
SB plant_ATCC CF	1
plant_ATCC SI CF	0
SI plant_ATCC CF	5
plant_ATCC WSM1271 CF	7
WSM1271 plant_ATCC CF	1
plant_ATCC TK24-YQS040 CF	7
TK24-YQS040 plant_ATCC CF	1
ATCC700780 PAO1 CF	2
PAO1 ATCC700780 CF	4
ATCC13525 IL403 CF	4
IL403 ATCC13525 CF	2
ATCC13525 ATCC51888 CF	4
ATCC51888 ATCC13525 CF	2
ATCC13525 BC16 CF	4
BC16 ATCC13525 CF	2
ATCC13525 AU1233 CF	4
AU1233 ATCC13525 CF	2
ATCC13525 IO-1 CF	4
IO-1 ATCC13525 CF	2
ATCC13525 MC1 CF	4
MC1 ATCC13525 CF	2
ATCC13525 STM815 CF	4
STM815 ATCC13525 CF	2
ATCC13525 ATCC33617 CF	4
ATCC33617 ATCC13525 CF	2
ATCC13525 ATCC17616 CF	4
ATCC17616 ATCC13525 CF	2
ATCC13525 DSM43827 CF	4
DSM43827 ATCC13525 CF	2
ATCC13525 HI2424 CF	4
HI2424 ATCC13525 CF	2
ATCC13525 KLL004 CF	4
KLL004 ATCC13525 CF	2
acho_lai ATCC33656 CF	3
ATCC33656 acho_lai CF	3
FDAARGOS141 Sp7 CF	9
Sp7 FDAARGOS141 CF	9
KLL004 ZAS-2 CF	3
ZAS-2 KLL004 CF	3
P4563KF2 PAO1 CF	2
PAO1 P4563KF2 CF	4
ATCC14580 TSA2s CF	9
TSA2s ATCC14580 CF	9
DSM684 HL096PA1 CF	5
HL096PA1 DSM684 CF	0
DSM684 lac_ATCC CF	5
lac_ATCC DSM684 CF	0
DSM684 G2 CF	5
G2 DSM684 CF	0
DSM684 plant_ATCC CF	5
plant_ATCC DSM684 CF	0
DSM684 PFRJS14 CF	5
PFRJS14 DSM684 CF	0
DSM684 L1-82 CO	5
L1-82 DSM684 CO	0
DSM684 M38 CF	5
M38 DSM684 CF	0
DSM684 DSMA194 CO	8
DSMA194 DSM684 CO	6
DSM684 SB CF	5
SB DSM684 CF	0
DSM684 F0399 CF	5
F0399 DSM684 CF	0
DSM684 NBRC3202 CF	5
NBRC3202 DSM684 CF	0
DSM684 SI CF	0
SI DSM684 CF	5
MRHRU235G plant_ATCC CF	1
plant_ATCC MRHRU235G CF	7
MRHRU235G T6-13N CF	3
T6-13N MRHRU235G CF	3
MRHRU235G NGAS638 CO	3
NGAS638 MRHRU235G CO	3
MRHRU235G NBRC3202 CF	1
NBRC3202 MRHRU235G CF	7
MRHRU235G PAO1 CF	2
PAO1 MRHRU235G CF	4
MRHRU235G NCTC11397 CF	3
NCTC11397 MRHRU235G CF	3
MRHRU235G R1dM1 CF	0
R1dM1 MRHRU235G CF	5
NCTC4672 PAO1 CF	2
PAO1 NCTC4672 CF	4
I1 L1-82 CF	3
L1-82 I1 CF	3
Ames_Anc TSA2s CF	9
TSA2s Ames_Anc CF	9
p1143 TSA2s CF	7
TSA2s p1143 CF	9
BM407 PAO1 CF	2
PAO1 BM407 CF	4
LV515 MCC318 CO	8
MCC318 LV515 CO	6
LV515 RS-1 CF	0
RS-1 LV515 CF	5
LV515 SI CF	0
SI LV515 CF	5
LV515 PAO1 CF	2
PAO1 LV515 CF	4
LV515 NGAS638 CO	3
NGAS638 LV515 CO	3
LV515 SB CF	3
SB LV515 CF	3
LV515 MPOB CF	0
MPOB LV515 CF	5
IL403 ZAS-2 CF	3
ZAS-2 IL403 CF	3
DSM26779 IT45 CF	2
IT45 DSM26779 CF	4
DSM26779 SI CF	0
SI DSM26779 CF	5
DSM26779 SB CF	9
SB DSM26779 CF	3
DSM6578 K288 CF	2
K288 DSM6578 CF	4
DSM6578 PAO1 CF	2
PAO1 DSM6578 CF	4
DSM6578 F0399 CF	3
F0399 DSM6578 CF	3
DSM6578 S52 CF	2
S52 DSM6578 CF	4
DSM6578 JF-5 CF	3
JF-5 DSM6578 CF	3
SP113043A Sp7 CF	9
Sp7 SP113043A CF	9
NCTC3000 Sp7 CF	9
Sp7 NCTC3000 CF	9
H37Rv plant_ATCC CF	1
plant_ATCC H37Rv CF	7
H37Rv T6-13N CF	9
T6-13N H37Rv CF	9
H37Rv lac_ATCC CF	1
lac_ATCC H37Rv CF	7
H37Rv NGAS638 CO	9
NGAS638 H37Rv CO	7
H37Rv NBRC3202 CF	1
NBRC3202 H37Rv CF	7
H37Rv PAO1 CF	2
PAO1 H37Rv CF	4
H37Rv M38 CF	1
M38 H37Rv CF	7
H37Rv NCTC11397 CF	9
NCTC11397 H37Rv CF	9
H37Rv R1dM1 CF	0
R1dM1 H37Rv CF	5
lac_ATCC PAO1 CF	2
PAO1 lac_ATCC CF	4
lac_ATCC SI CF	0
SI lac_ATCC CF	5
lac_ATCC STHCIRM65 CF	7
STHCIRM65 lac_ATCC CF	1
lac_ATCC NBRC13350 CF	7
NBRC13350 lac_ATCC CF	1
lac_ATCC TK24-YQS040 CF	7
TK24-YQS040 lac_ATCC CF	1
lac_ATCC WSM1271 CF	7
WSM1271 lac_ATCC CF	1
lac_ATCC M162 CF	7
M162 lac_ATCC CF	1
lac_ATCC MPOB CF	0
MPOB lac_ATCC CF	5
lac_ATCC SB CF	7
SB lac_ATCC CF	1
lac_ATCC S52 CF	2
S52 lac_ATCC CF	4
lac_ATCC WSM2075 CF	7
WSM2075 lac_ATCC CF	1
lac_ATCC MRHRU235G CF	7
MRHRU235G lac_ATCC CF	1
lac_ATCC PFRJS14 CF	7
PFRJS14 lac_ATCC CF	1
Eco1 G1 CF	4
G1 Eco1 CF	2
Eco1 H1 CF	4
H1 Eco1 CF	2
Eco1 EnGen0336 CF	4
EnGen0336 Eco1 CF	2
LMG1861 MCC318 CO	8
MCC318 LMG1861 CO	6
LMG1861 NGAS638 CO	9
NGAS638 LMG1861 CO	7
LMG1861 X14 CF	0
X14 LMG1861 CF	5
LMG1861 Nb255 CF	0
Nb255 LMG1861 CF	5
ATCC27343 ATCC33656 CF	3
ATCC33656 ATCC27343 CF	3
ATCC27343 Zhang CO	8
Zhang ATCC27343 CO	6
ATCC27343 NBRC3202 CO	1
NBRC3202 ATCC27343 CO	7
ATCC27343 UMB0004 CO	1
UMB0004 ATCC27343 CO	7
ATCC27343 NBRC3959 CO	1
NBRC3959 ATCC27343 CO	7
ATCC27343 Bulgaricus CO	1
Bulgaricus ATCC27343 CO	7
ATCC27343 LV515 CO	3
LV515 ATCC27343 CO	3
ATCC27343 LMG16247 CO	3
LMG16247 ATCC27343 CO	3
ATCC27343 DSM16041 CO	1
DSM16041 ATCC27343 CO	7
RhAA1 SG_NCTC3000 CF	3
SG_NCTC3000 RhAA1 CF	3
DJ DSM20109 CF	4
DSM20109 DJ CF	2
DJ DSM6578 CF	4
DSM6578 DJ CF	2
DJ J10fl CF	4
J10fl DJ CF	2
DJ IT45 CF	4
IT45 DJ CF	2
DJ DSM4252 CF	4
DSM4252 DJ CF	2
DJ PAO1 CF	2
PAO1 DJ CF	4
DJ DSM10331 CF	4
DSM10331 DJ CF	2
DJ F2a CF	2
F2a DJ CF	4
DJ DSM43827 CF	4
DSM43827 DJ CF	2
DJ DSM12680 CF	4
DSM12680 DJ CF	2
DJ JJ CF	0
JJ DJ CF	5
DJ HRM2 CF	0
HRM2 DJ CF	5
DJ DSM2032 CF	0
DSM2032 DJ CF	5
DJ MPOB CF	0
MPOB DJ CF	5
DJ DSM15434 CF	4
DSM15434 DJ CF	2
DJ Nc4 CF	0
Nc4 DJ CF	5
DJ SI CF	0
SI DJ CF	5
DJ RS-1 CF	0
RS-1 DJ CF	5
DJ MCC318 CO	8
MCC318 DJ CO	6
DJ S52 CF	2
S52 DJ CF	4
DJ SB CF	4
SB DJ CF	2
DJ DSM2638 CF	0
DSM2638 DJ CF	5
DJ UPMC901 CF	4
UPMC901 DJ CF	2
DJ L48 CF	2
L48 DJ CF	4
DJ DSM103284 CF	4
DSM103284 DJ CF	2
DJ DSM43183 CF	4
DSM43183 DJ CF	2
DJ DSM574 CF	0
DSM574 DJ CF	5
JCM30893 RS-1 CF	0
RS-1 JCM30893 CF	5
JCM30893 R1dM1 CF	0
R1dM1 JCM30893 CF	5
JCM30893 JJ CF	0
JJ JCM30893 CF	5
JCM30893 MPOB CF	0
MPOB JCM30893 CF	5
DSM43183 S52 CF	2
S52 DSM43183 CF	4
DSM43183 JF-5 CF	3
JF-5 DSM43183 CF	3
DSM43183 K288 CF	2
K288 DSM43183 CF	4
DSM43183 PAO1 CF	2
PAO1 DSM43183 CF	4
DSM43183 F0399 CF	3
F0399 DSM43183 CF	3
ATCC19208 F0399 CF	3
F0399 ATCC19208 CF	3
DSM12442 TSA2s CF	4
TSA2s DSM12442 CF	2
12D1 Nb255 CF	0
Nb255 12D1 CF	5
12D1 X14 CF	0
X14 12D1 CF	5
12D1 Nc4 CF	0
Nc4 12D1 CF	5
12D1 Nb231 CF	0
Nb231 12D1 CF	5
12D1 C91 CF	9
C91 12D1 CF	9
12D1 UMB0004 CF	1
UMB0004 12D1 CF	7
12D1 SI CF	0
SI 12D1 CF	5
12D1 RS-1 CF	0
RS-1 12D1 CF	5
12D1 CICC22518 CF	9
CICC22518 12D1 CF	9
12D1 DSM15434 CF	9
DSM15434 12D1 CF	9
12D1 ATCC25196 CF	9
ATCC25196 12D1 CF	9
12D1 DSM574 CF	0
DSM574 12D1 CF	5
12D1 DSM43183 CF	9
DSM43183 12D1 CF	9
12D1 SB CF	9
SB 12D1 CF	9
12D1 DSM2638 CF	0
DSM2638 12D1 CF	5
12D1 UPMC901 CF	9
UPMC901 12D1 CF	7
12D1 L48 CF	2
L48 12D1 CF	4
12D1 S52 CF	2
S52 12D1 CF	4
12D1 MCC318 CO	8
MCC318 12D1 CO	6
12D1 F2a CF	2
F2a 12D1 CF	4
12D1 DSM4252 CF	9
DSM4252 12D1 CF	7
12D1 PAO1 CF	2
PAO1 12D1 CF	4
12D1 IT45 CF	2
IT45 12D1 CF	4
12D1 DSM20109 CF	9
DSM20109 12D1 CF	7
12D1 DSM6578 CF	9
DSM6578 12D1 CF	9
12D1 JJ CF	0
JJ 12D1 CF	5
12D1 DSM2032 CF	0
DSM2032 12D1 CF	5
12D1 MPOB CF	0
MPOB 12D1 CF	5
12D1 Aspo-2 CF	0
Aspo-2 12D1 CF	5
12D1 ATCC33656 CO	9
ATCC33656 12D1 CO	7
12D1 DSM43827 CF	9
DSM43827 12D1 CF	9
12D1 DSM12680 CF	9
DSM12680 12D1 CF	9
Eco2 G1 CF	4
G1 Eco2 CF	2
Eco2 EnGen0336 CF	4
EnGen0336 Eco2 CF	2
Eco2 H1 CF	4
H1 Eco2 CF	2
S52 STM815 CF	4
STM815 S52 CF	2
S52 UMB0004 CF	4
UMB0004 S52 CF	2
S52 SB CF	4
SB S52 CF	2
S52 UPMC901 CF	4
UPMC901 S52 CF	2
S52 SM52 CF	4
SM52 S52 CF	2
S52 X14 CF	0
X14 S52 CF	5
S52 Zhang CF	4
Zhang S52 CF	2
MI101553 Sp7 CF	9
Sp7 MI101553 CF	9
D3 DSMA194 CF	8
DSMA194 D3 CF	6
D3 EH1 CF	0
EH1 D3 CF	5
D3 DSM16841 CF	8
DSM16841 D3 CF	6
D3 L1-82 CF	3
L1-82 D3 CF	3
ATCC14581 TSA2s CF	9
TSA2s ATCC14581 CF	9
M38 MRHRU235G CF	7
MRHRU235G M38 CF	1
M38 PFRJS14 CF	7
PFRJS14 M38 CF	1
M38 S52 CF	2
S52 M38 CF	4
M38 WSM2075 CF	7
WSM2075 M38 CF	1
M38 SB CF	7
SB M38 CF	1
M38 TK24-YQS040 CF	7
TK24-YQS040 M38 CF	1
M38 WSM1271 CF	7
WSM1271 M38 CF	1
M38 MPOB CF	0
MPOB M38 CF	5
M38 NBRC13350 CF	7
NBRC13350 M38 CF	1
M38 STHCIRM65 CF	7
STHCIRM65 M38 CF	1
M38 PAO1 CF	2
PAO1 M38 CF	4
M38 SI CF	0
SI M38 CF	5
DSM4252 PAO1 CF	2
PAO1 DSM4252 CF	4
DSM4252 K288 CF	2
K288 DSM4252 CF	4
DSM4252 F0399 CF	3
F0399 DSM4252 CF	3
DSM4252 S52 CF	2
S52 DSM4252 CF	4
DSM4252 JF-5 CF	3
JF-5 DSM4252 CF	3
PAO1 RS-1 CF	0
RS-1 PAO1 CF	5
PAO1 SI CF	4
SI PAO1 CF	2
PAO1 UMB0004 CF	4
UMB0004 PAO1 CF	2
PAO1 Zhang CF	4
Zhang PAO1 CF	2
PAO1 SK405 CF	4
SK405 PAO1 CF	2
PAO1 Sl_NCTC3000 CF	4
Sl_NCTC3000 PAO1 CF	2
PAO1 X14 CF	4
X14 PAO1 CF	2
PAO1 plant_ATCC CF	4
plant_ATCC PAO1 CF	2
PAO1 SG_NCTC3000 CF	4
SG_NCTC3000 PAO1 CF	2
PAO1 STHCIRM65 CF	4
STHCIRM65 PAO1 CF	2
PAO1 UPMC901 CF	4
UPMC901 PAO1 CF	2
PAO1 WSM1271 CF	4
WSM1271 PAO1 CF	2
PAO1 TK24-YQS040 CF	4
TK24-YQS040 PAO1 CF	2
PAO1 SM52 CF	4
SM52 PAO1 CF	2
PAO1 PFRJS14 CF	4
PFRJS14 PAO1 CF	2
PAO1 pGA-7 CF	4
pGA-7 PAO1 CF	2
PAO1 SV_NCTC3000 CF	4
SV_NCTC3000 PAO1 CF	2
PAO1 SEZ33 CF	4
SEZ33 PAO1 CF	2
PAO1 sl033 CF	4
sl033 PAO1 CF	2
PAO1 WSM2075 CF	4
WSM2075 PAO1 CF	2
PAO1 STM815 CF	4
STM815 PAO1 CF	2
DSM20109 F0399 CF	3
F0399 DSM20109 CF	3
DSM20109 K288 CF	2
K288 DSM20109 CF	4
DSM20109 PAO1 CF	2
PAO1 DSM20109 CF	4
DSM20109 JF-5 CF	3
JF-5 DSM20109 CF	3
DSM20109 S52 CF	2
S52 DSM20109 CF	4
HJW PAO1 CF	2
PAO1 HJW CF	4
HJW NBRC3202 CF	1
NBRC3202 HJW CF	7
HJW NGAS638 CO	9
NGAS638 HJW CO	7
HJW R1dM1 CF	0
R1dM1 HJW CF	5
HJW NCTC11397 CF	9
NCTC11397 HJW CF	9
HJW M38 CF	1
M38 HJW CF	7
HJW T6-13N CF	9
T6-13N HJW CF	9
HJW plant_ATCC CF	1
plant_ATCC HJW CF	7
HJW lac_ATCC CF	1
lac_ATCC HJW CF	7
DSM2032 M38 CF	5
M38 DSM2032 CF	0
DSM2032 DSMA194 CO	8
DSMA194 DSM2032 CO	6
DSM2032 UMB0004 CF	5
UMB0004 DSM2032 CF	0
DSM2032 NBRC3202 CF	5
NBRC3202 DSM2032 CF	0
DSM2032 OK5 CO	5
OK5 DSM2032 CO	0
DSM2032 JCM30893 CF	5
JCM30893 DSM2032 CF	0
DSM2032 IT45 CF	5
IT45 DSM2032 CF	0
DSM2032 LV515 CF	5
LV515 DSM2032 CF	0
DSM2032 G2 CF	5
G2 DSM2032 CF	0
DSM2032 lac_ATCC CF	5
lac_ATCC DSM2032 CF	0
DSM2032 L1-82 CO	5
L1-82 DSM2032 CO	0
DSM2032 NCTC11831 CO	5
NCTC11831 DSM2032 CO	0
DSM2032 plant_ATCC CF	5
plant_ATCC DSM2032 CF	0
PS1 STM815 CF	4
STM815 PS1 CF	2
Aspo-2 PAO1 CF	2
PAO1 Aspo-2 CF	4
Aspo-2 CWAy CF	5
CWAy Aspo-2 CF	0
Aspo-2 DSM16041 CF	5
DSM16041 Aspo-2 CF	0
Aspo-2 DSM15434 CF	5
DSM15434 Aspo-2 CF	0
Aspo-2 DJ CF	5
DJ Aspo-2 CF	0
Aspo-2 HB8 CF	5
HB8 Aspo-2 CF	0
Aspo-2 JCM30893 CF	5
JCM30893 Aspo-2 CF	0
Aspo-2 IT45 CF	5
IT45 Aspo-2 CF	0
Aspo-2 S52 CF	2
S52 Aspo-2 CF	4
Aspo-2 LV515 CF	5
LV515 Aspo-2 CF	0
LM5 Zhang CO	8
Zhang LM5 CO	6
LM5 SM52 CO	7
SM52 LM5 CO	9
LM5 R1dM1 CO	0
R1dM1 LM5 CO	5
LM5 OK5 CF	3
OK5 LM5 CF	3
LM5 PAO1 CF	2
PAO1 LM5 CF	4
LM5 NBRC3959 CO	1
NBRC3959 LM5 CO	7
LM5 UMB0004 CO	1
UMB0004 LM5 CO	7
LM5 NBRC3202 CO	1
NBRC3202 LM5 CO	7
LM5 LV515 CO	3
LV515 LM5 CO	3
LM5 LMG16247 CO	3
LMG16247 LM5 CO	3
LM5 NCTC11831 CF	3
NCTC11831 LM5 CF	3
DSM8716 TSA2s CF	9
TSA2s DSM8716 CF	9
Nb255 PAO1 CF	2
PAO1 Nb255 CF	4
Nb255 Rf4 CF	5
Rf4 Nb255 CF	0
Nb255 PCA CF	5
PCA Nb255 CF	0
Nb255 SZ CF	5
SZ Nb255 CF	0
Nb255 NCTC_3000 CF	5
NCTC_3000 Nb255 CF	0
Nb255 S52 CF	5
S52 Nb255 CF	0
Dd1Dgvc PAO1 CF	2
PAO1 Dd1Dgvc CF	4
Dd1Dgvc Nc4 CF	0
Nc4 Dd1Dgvc CF	5
CL1 DSM13941 CF	3
DSM13941 CL1 CF	3
ZAS-2 ZAS-9 CF	3
ZAS-9 ZAS-2 CF	3
C91 WSM2075 CF	9
WSM2075 C91 CF	9
C91 S52 CF	2
S52 C91 CF	4
C91 SZ CF	1
SZ C91 CF	7
C91 PCA CF	1
PCA C91 CF	7
C91 M162 CF	9
M162 C91 CF	9
C91 WSM1271 CF	9
WSM1271 C91 CF	9
C91 CWAy CF	3
CWAy C91 CF	3
C91 L48 CF	2
L48 C91 CF	4
C91 DJ CF	2
DJ C91 CF	4
C91 GS-15 CF	1
GS-15 C91 CF	7
C91 ORS571 CF	9
ORS571 C91 CF	9
C91 Cppng1 CF	3
Cppng1 C91 CF	3
C91 DSM2626 CF	9
DSM2626 C91 CF	9
C91 Dd1Dgvc CF	3
Dd1Dgvc C91 CF	3
C91 F2a CF	2
F2a C91 CF	4
C91 Rf4 CF	1
Rf4 C91 CF	7
ATCC25975 LMG16247 CO	3
LMG16247 ATCC25975 CO	3
ATCC25975 NCTC11831 CF	3
NCTC11831 ATCC25975 CF	3
ATCC25975 DSM16841 CF	8
DSM16841 ATCC25975 CF	6
ATCC25975 H37Rv CO	7
H37Rv ATCC25975 CO	9
ATCC25975 PAO1 CF	2
PAO1 ATCC25975 CF	4
ATCC25975 DSM15272 CO	3
DSM15272 ATCC25975 CO	3
ATCC25975 OK5 CF	3
OK5 ATCC25975 CF	3
ATCC25975 Bulgaricus CO	1
Bulgaricus ATCC25975 CO	7
ATCC25975 NCTC11397 CO	3
NCTC11397 ATCC25975 CO	3
ATCC25975 L1-82 CF	3
L1-82 ATCC25975 CF	3
ATCC25975 HJW CO	7
HJW ATCC25975 CO	9
ATCC25975 LV515 CO	3
LV515 ATCC25975 CO	3
ATCC25975 NBRC3959 CO	1
NBRC3959 ATCC25975 CO	7
ATCC25975 R1dM1 CO	0
R1dM1 ATCC25975 CO	5
ATCC25975 SM52 CO	7
SM52 ATCC25975 CO	9
ATCC25975 DSMA194 CF	8
DSMA194 ATCC25975 CF	6
ATCC25975 MRHRU235G CO	3
MRHRU235G ATCC25975 CO	3
ATCC25975 T6-13N CO	3
T6-13N ATCC25975 CO	3
ATCC25975 DSM16041 CO	1
DSM16041 ATCC25975 CO	7
ATCC25975 OnP31 CO	7
OnP31 ATCC25975 CO	9
ATCC25975 ORS2060 CO	7
ORS2060 ATCC25975 CO	9
